"AccountLength","IntlPlan","VMailPlan","VMailMessage","DayMins","DayCalls","DayCharge","EveMins","EveCalls","EveCharge","NightMins","NightCalls","NightCharge","IntlMins","IntlCalls","IntlCharge","CustServCalls","Churn"
81.8999356329441,0,1,27.8781191110611,231.727609467506,69.8618469759822,39.7686811691523,116.660795614123,118.738711327314,9.9758746227622,283.473569184542,84.2393043637276,12.6375769066811,9.99841276570805,4.1810017824173,2.70867789939512,2.34019826352596,4.25279140472412e-05
81.9612354040146,1.19209289550781e-07,0,0.00182390213012695,281.86009374857,128.988257199526,47.7020596539974,98.5826377525926,138.32663744688,8.22025040373206,172.262265117466,129.997205913067,7.77560516096652,10.5132044106722,7.20280110836029,2.84896043725312,1.56614962220192,0
127.35065927729,4.1574239730835e-05,1,35.6742542535067,181.993836966157,94.7667651996017,31.2169194623083,127.276815234125,117.505984008312,10.902907975167,225.163502825797,85.9351973235607,10.0890919563919,7.51420199871063,4.1056901216507,2.04360685944557,0.556811302900314,2.08020210266113e-05
138.24645152688,5.96046447753906e-08,5.96046447753906e-08,0.00214004516601562,219.761541026831,114.894955828786,37.3380723005533,232.714102768898,110.769776403904,19.838515675962,133.083275255561,102.936022167094,6.12077410891652,9.67472489923239,4.43826079368591,2.63067704569548,2.51151148974895,8.94069671630859e-08
187.306415557861,0,1.51991844177246e-06,0.00259754061698914,246.060444456339,132.346116900444,41.4818365091085,231.315977498889,123.441354185343,19.5723388087749,92.695499420166,116.757481351495,4.3151706969738,12.0068310201168,1.53116881847382,3.26902270317078,3.48655468225479,1.19209289550781e-07
113.552532561123,5.7220458984375e-06,0.00132489204406738,0.422823071479797,196.800527872145,99.7814781591296,33.2865217043459,179.102454299293,98.0389788001776,15.3321317352634,145.696722051501,88.4462012201548,6.59964686721563,8.82684126496315,1.93347632884979,2.4003272138536,0.784701436758041,7.0035457611084e-06
131.304679773748,1.29938125610352e-05,0,0.000533491373062134,172.578503018618,101.404118724167,29.2350314845517,220.312852805108,90.7022691518068,18.7832354331762,266.024845528603,99.179834626615,11.981954228282,10.2233999408782,7.78347566723824,2.74698574393988,0.507292628288269,0
127.527638521045,2.98023223876953e-07,0.99999925494194,32.5200609862804,201.347402256727,104.192234426737,33.6735481765866,256.325054502487,131.509884297848,21.7287381586432,286.70518693924,143.133162498474,12.8138003127277,5.47424912452698,1.39537155628204,1.49878028333187,1.04810830950737,1.19209289550781e-07
104.164786711335,0,0,0.0010320246219635,216.972659954429,70.512596257031,36.5800853696465,248.706166549027,75.3820352628827,21.3035846613348,208.550678760232,97.3004192709923,9.49331798023544,16.310196518898,5.28048664331436,4.39047210216522,0.897826015949249,8.94069671630859e-08
104.122150212526,0,1.12056732177734e-05,0.000357180833816528,175.20032077136,94.1736845299602,29.6548077729531,209.48386374712,116.440858095884,17.6119718693197,137.243023681641,107.93310078606,6.21936112314463,9.92896654643118,1.10770046710968,2.66615309296176,1.7689967751503,8.2850456237793e-06
102.967102631927,0,6.55651092529297e-07,8.05556774139404e-05,230.427259516716,105.293418467045,39.2861817580461,239.664152930677,93.7603330239654,20.3876143376529,91.5071486651897,66.3742720484734,4.29393812030554,14.6998023986816,1.5677809715271,3.97166463732719,2.22943899035454,6.49690628051758e-05
105.337347224355,1.80602073669434e-05,0,0.000393658876419067,150.825646749139,112.760767266154,25.4389181622863,311.159380397201,93.3858054876328,26.4832897350192,229.608507733047,91.2124380916357,10.4995739794523,8.61003935337067,5.65546482801437,2.34100226908922,1.3908694088459,0
86.8175915777683,0.563607394695282,0,0.00227683782577515,125.922243696451,128.261163085699,21.4151518249512,226.31715856865,86.8428513966501,19.2961962801963,289.976650184393,100.743817012757,13.1185689339042,11.648658066988,4.56078708171844,3.14293567836285,1.05130550265312,1.78813934326172e-07
208.451868772507,0,7.27176666259766e-06,1.67191028594971e-05,81.3288916110993,70.7864477857947,14.961086332798,197.521674750373,138.708633482456,16.6014183844626,113.756367480755,90.2850477099419,4.97223281294107,17.0700299739838,1.12956821918488,4.60374328494072,2.38985560834408,0.99912217259407
71.4890210926533,5.96046447753906e-08,0,0.0150107145309448,281.587593173981,89.5731934905052,47.7734457921982,128.39941046387,123.462615311146,10.898134830296,248.942254948616,89.7377142459154,11.0982461356372,6.87568008899689,3.10506403446198,1.87710090279579,0.775890111923218,9.83476638793945e-07
74.8797253072262,0,1,30.5008280575275,204.837720090151,63.2753514871001,35.7249016338587,116.208761593699,99.9051118642092,10.1853154110909,275.767699533701,104.027937516308,12.3739115324616,10.953015089035,6.30558401346207,2.93350750431418,1.53208422660828,5.96046447753906e-08
141.707762807608,1,0.990451723337173,7.82483044266701,173.362209907733,124.072472155094,30.6788763061166,218.606978256255,62.8958489000797,18.2836921759695,257.567451810837,78.6172977983952,11.7306699118018,10.9484209120274,5.15701770782471,2.95658366158605,0.443970233201981,0.995313733816147
105.453749716282,4.57167625427246e-05,0,0.00181934237480164,195.265417343378,134.647201448679,33.2019527345896,222.905580186844,92.1946884691715,19.0162985214591,123.213782176375,72.0810230076313,5.703546872437,10.2555030584335,6.75700932741165,2.80250810422003,1.75774356722832,2.98023223876953e-07
38.8831142783165,2.08616256713867e-07,0,0.00100314617156982,139.049769386649,100.053490586579,23.6936690095067,227.57343518585,84.1947498219088,19.5941014568508,208.659638068662,58.680555999279,9.54705155019649,14.7592374682426,6.671382188797,3.98866917192936,0.253901124000549,1.19209289550781e-07
102.113431468606,0,3.27825546264648e-07,5.31971454620361e-05,230.216645270586,103.942278921604,38.9875803476572,203.76021627523,120.348963588476,17.1086756849289,104.614785915613,118.790175616741,4.7686593452096,12.9172897338867,0.801904797554016,3.47047331035137,0.425849229097366,8.94069671630859e-07
126.433323655277,4.35113906860352e-06,0,0.00276017189025879,163.16542596966,94.6866954490542,27.5009960702062,288.040393945575,101.078474968672,24.5292416968942,190.774096597731,113.175365447998,8.73621403399855,6.28253787755966,5.03528892993927,1.69706019759178,2.67816370725632,0
46.7972143888474,1,1.19209289550781e-07,0.00729256868362427,243.9964812994,117.698564976454,42.8056056421995,279.363278785348,85.2130148280412,23.4951923453808,233.842775315046,73.4513811171055,10.854174837321,12.3554050922394,1.7034924030304,3.34864299148321,2.59662790596485,0.998227596282959
219.538743197918,0,4.4703483581543e-07,3.64780426025391e-05,115.413433891535,83.7124896235764,20.6338163852692,233.949435526133,114.192366749048,19.8048752067983,68.3453506648541,65.498711168766,3.09533685535192,17.4418789148331,2.06971108913422,4.71196800470352,4.27509218081832,0.988523095846176
133.157999865711,1.13248825073242e-06,2.38418579101562e-07,0.0209262371063232,204.486948129535,111.785109266639,34.5288812148571,169.301376149803,96.6570296883583,14.4965236766636,177.113040831685,96.8625737652183,8.04704010762274,12.9278102517128,3.77933144569397,3.49924820959568,1.04953175783157,8.34465026855469e-07
95.0158364474773,0,2.49147415161133e-05,0.00893712043762207,113.292911052704,79.1605205554515,19.010638897419,184.020666364813,114.447018951178,15.5126511045883,135.824071028829,136.27511715889,6.08446208998561,12.8320357203484,5.11977791786194,3.45326334536076,3.60817133635283,3.15010547637939e-05
132.069693632424,0.000175297260284424,0.998243778944016,18.4041543602943,94.3688987731934,83.7629823898897,15.7346109420061,164.426933235675,103.906549215317,14.0982197525725,165.045901638269,124.605479806662,7.44137805357575,12.8260385990143,4.71806824207306,3.44502392113209,0.44853749871254,1.19209289550781e-07
