"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18"
-0.0430945530533791,-0.0274668838828802,-0.00783958658576012,-0.0334915928542614,-0.00560275511816144,-0.00765547621995211,0.0461520627140999,0.0739590898156166,-0.0448760464787483,0.027297455817461,-0.0561915449798107,0.00493578612804413,0.00714005483314395,0.00559953693300486,-0.126872465014458,0.0837028175592422,-0.0224443431943655,-0.0513101071119308
-0.0441950485110283,-0.0432952158153057,-0.0113091059029102,-0.0390129238367081,-0.01509406324476,-0.00804481841623783,0.0665665045380592,0.0903250277042389,-0.0480137914419174,0.0347708761692047,-0.0602028258144855,-0.00247079343535006,0.0244111381471157,0.0120121026411653,-0.165259554982185,0.111650004982948,-0.0323879197239876,-0.0675518438220024
-0.0460247285664082,-0.0725108608603477,-0.0164200142025948,-0.0542931705713272,-0.0336861424148083,-0.00705870194360614,0.101238518953323,0.119216024875641,-0.0556971579790115,0.050527349114418,-0.0641394481062889,-0.00889585074037313,0.0515924952924252,0.0226243585348129,-0.230043649673462,0.15513402223587,-0.0478554405272007,-0.0980109795928001
-0.0405994020402431,-0.0643834099173546,-0.0112562142312527,-0.0523837134242058,-0.0272571705281734,-0.00531779089942575,0.0894831791520119,0.106799639761448,-0.0538335554301739,0.0435982309281826,-0.0635095462203026,0.00224315887317061,0.041851531714201,0.0220781527459621,-0.20846726000309,0.13470895588398,-0.0434693321585655,-0.0897071361541748
-0.0499924533069134,-0.0656919255852699,-0.0164585411548615,-0.0481898449361324,-0.02718560770154,-0.00713310157880187,0.0976929366588593,0.113164201378822,-0.0527720786631107,0.0464290454983711,-0.062542051076889,-0.00783680658787489,0.0476108565926552,0.0184294246137142,-0.214335784316063,0.152790695428848,-0.0415983870625496,-0.0878747552633286
-0.0498670749366283,-0.0756620392203331,-0.0193810928612947,-0.0546401962637901,-0.0345804393291473,-0.0131741752848029,0.105221040546894,0.128443315625191,-0.0572373755276203,0.0551762357354164,-0.067561537027359,-0.0121351815760136,0.0490177720785141,0.0219351463019848,-0.24141538143158,0.161860570311546,-0.0492420941591263,-0.102086909115314
-0.0521127581596375,-0.0835000053048134,-0.0186511855572462,-0.0576715581119061,-0.037987258285284,-0.00529815768823028,0.122705355286598,0.131520912051201,-0.0559894256293774,0.0563626661896706,-0.0655018165707588,-0.0154251698404551,0.0661350414156914,0.0258227791637182,-0.258204847574234,0.185445815324783,-0.055296640843153,-0.106296002864838
-0.0404169112443924,-0.0258768759667873,-0.00409212382510304,-0.032457523047924,-0.000850757234729826,-0.00626989128068089,0.0413860231637955,0.0699819475412369,-0.0468398258090019,0.0220061745494604,-0.0569722540676594,0.0148770343512297,-0.000313561380608007,0.00730394432321191,-0.11666613817215,0.0757960453629494,-0.0191106889396906,-0.0493476092815399
-0.0465818308293819,-0.0858922004699707,-0.0141189843416214,-0.0632150322198868,-0.0409727953374386,-0.00445469655096531,0.116786651313305,0.121998965740204,-0.053396862000227,0.0552306175231934,-0.0612033046782017,-0.00900768302381039,0.0702970996499062,0.0288553889840841,-0.25521183013916,0.169522494077682,-0.0510532930493355,-0.105738051235676
-0.045487180352211,-0.0960372015833855,-0.0200201850384474,-0.0636759102344513,-0.0486765690147877,-0.00715648150071502,0.13339564204216,0.140302121639252,-0.0575752854347229,0.061631977558136,-0.0705372244119644,-0.0188293773680925,0.0805322527885437,0.0327811986207962,-0.286631882190704,0.19334152340889,-0.0660126805305481,-0.121112421154976
-0.0409143716096878,-0.0529125221073627,-0.0095135597512126,-0.0485719181597233,-0.0209862794727087,-0.0062590898014605,0.07298294454813,0.0941147729754448,-0.0501423813402653,0.0402143858373165,-0.0590326525270939,0.00486443424597383,0.030550355091691,0.0172073189169168,-0.181004926562309,0.114214062690735,-0.0345451720058918,-0.0771059915423393
-0.0381841920316219,-0.0278075505048037,-0.00706159044057131,-0.0323280394077301,-0.00411667907610536,-0.00750876730307937,0.0439537689089775,0.0775767862796783,-0.0498316995799541,0.0255782194435596,-0.061504814773798,0.0128458151593804,-0.000395486043998972,0.00807243119925261,-0.126373052597046,0.0800889730453491,-0.0254489351063967,-0.0563287027180195
-0.0506988242268562,-0.083926759660244,-0.0201625190675259,-0.0569315813481808,-0.0419219918549061,-0.00494896341115236,0.122709080576897,0.130110189318657,-0.0546893738210201,0.0561416372656822,-0.0637731850147247,-0.0206253230571747,0.0733545571565628,0.0248341578990221,-0.259158670902252,0.184445217251778,-0.0563576333224773,-0.106562994420528
-0.0537787154316902,-0.101797863841057,-0.0249372720718384,-0.0685521215200424,-0.0563630051910877,-0.00862455740571022,0.141530007123947,0.149203971028328,-0.0575012713670731,0.0708496496081352,-0.0659005641937256,-0.0280116088688374,0.0892529338598251,0.0298478435724974,-0.300871968269348,0.206110924482346,-0.0644602626562119,-0.125991776585579
-0.0427996329963207,-0.0300311502069235,-0.00914450269192457,-0.0330553539097309,-0.00645299907773733,-0.00871110614389181,0.049544345587492,0.0791246965527534,-0.046993263065815,0.0287747923284769,-0.0591687187552452,0.00551234744489193,0.00722498679533601,0.00687658879905939,-0.133712932467461,0.089196152985096,-0.025027010589838,-0.0554538629949093
-0.0514519773423672,-0.0883765146136284,-0.0150479264557362,-0.0642447769641876,-0.0446697063744068,-0.0026991399936378,0.124719575047493,0.122769050300121,-0.0495905950665474,0.0579825006425381,-0.0572730749845505,-0.0164209753274918,0.0811249762773514,0.0276033580303192,-0.262554883956909,0.180212274193764,-0.0524748079478741,-0.105145558714867
-0.0441940687596798,-0.033585712313652,-0.00741028180345893,-0.0365479961037636,-0.0080499891191721,-0.00482061132788658,0.0548163019120693,0.0763747990131378,-0.0452587194740772,0.0287118703126907,-0.0543013699352741,0.00501387612894177,0.0157424584031105,0.00803664512932301,-0.137421175837517,0.0945710241794586,-0.0240692179650068,-0.0547365322709084
-0.0439123511314392,-0.0803395733237267,-0.0168489664793015,-0.0565023943781853,-0.0371901467442513,-0.00476830266416073,0.113544225692749,0.126160144805908,-0.0583651103079319,0.0512858629226685,-0.0677885338664055,-0.00594259472563863,0.0603077113628387,0.0265407152473927,-0.246472433209419,0.167626529932022,-0.0536562129855156,-0.106191858649254
-0.0492297448217869,-0.0606814362108707,-0.0176174938678741,-0.0468543358147144,-0.027648339048028,-0.00848238635808229,0.0920561701059341,0.108504608273506,-0.0493940860033035,0.0469382219016552,-0.060862272977829,-0.0151308309286833,0.0472067706286907,0.0157573893666267,-0.20721472799778,0.145889088511467,-0.0432561412453651,-0.0832859128713608
-0.0385641977190971,-0.0384185984730721,-0.00765922572463751,-0.0386051759123802,-0.00937680155038834,-0.00690574105829,0.0569297410547733,0.0854012072086334,-0.0517394803464413,0.0297375563532114,-0.061879575252533,0.01222815643996,0.0102245975285769,0.0123223811388016,-0.148639261722565,0.0951768532395363,-0.0295031759887934,-0.0652132406830788
